url,locale_path,locale,page_type,type_code,variant,group,priority_seed,status,final_url,html_bytes,title,description,robots,canonical,hreflang_count,hreflangs,h1_count,h1,h2_count,h2,h3_count,schema_types,personality_link_unique_count,test_link_unique_count,career_link_unique_count,article_link_unique_count,visible_text_word_count_en_approx,visible_text_cjk_count_approx,issues,fetch_error
https://fermatmind.com/en/personality,en,en,hub,,,,P0,200,https://fermatmind.com/en/personality,246618,Personality Types | FermatMind,Start the MBTI test or browse the 32 A/T personality variant profiles directly.,"index, follow",https://fermatmind.com/en/personality,3,en:https://fermatmind.com/en/personality|zh-CN:https://fermatmind.com/zh/personality|x-default:https://fermatmind.com,1,32 A/T Personality Variants,4,Analysts | Diplomats | Sentinels | Explorers,32,BreadcrumbList|ItemList|WebPage,32,6,2,0,703,0,,
https://fermatmind.com/en/personality/intj-a,en,en,variant,INTJ,A,analyst,P1,200,https://fermatmind.com/en/personality/intj-a,188009,"INTJ-A Architect Personality: Traits, Careers & Relationships | FermatMind","Explore the INTJ-A Architect personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/intj-a,3,en:https://fermatmind.com/en/personality/intj-a|zh-CN:https://fermatmind.com/zh/personality/intj-a|x-default:https://fermatmind.com,1,INTJ-A Architect Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1576,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/intj-t,en,en,variant,INTJ,T,analyst,P1,200,https://fermatmind.com/en/personality/intj-t,188140,"INTJ-T Architect Personality: Traits, Careers & Relationships | FermatMind","Explore the INTJ-T Architect personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/intj-t,3,en:https://fermatmind.com/en/personality/intj-t|zh-CN:https://fermatmind.com/zh/personality/intj-t|x-default:https://fermatmind.com,1,INTJ-T Architect Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1582,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/intj-a-vs-intj-t,en,en,comparison,INTJ,A_vs_T,analyst,P0,200,https://fermatmind.com/en/personality/intj-a-vs-intj-t,104960,"INTJ-A vs INTJ-T: Traits, Careers, Love & Rarity | FermatMind","Compare INTJ-A and INTJ-T traits, A/T differences, strengths, blind spots, relationships, career fit, rarity, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/intj-a-vs-intj-t,3,en:https://fermatmind.com/en/personality/intj-a-vs-intj-t|zh-CN:https://fermatmind.com/zh/personality/intj-a-vs-intj-t|x-default:https://fermatmind.com,1,"INTJ-A vs INTJ-T: Traits, Careers, Love & Rarity",7,Architect | Architect | Core traits comparison | Career fit and work style | Relationships and love style | Rarity and identification cues | Quick answers,0,BreadcrumbList|CollectionPage,2,6,1,0,818,0,,
https://fermatmind.com/en/personality/intp-a,en,en,variant,INTP,A,analyst,P1,200,https://fermatmind.com/en/personality/intp-a,187907,"INTP-A Logician Personality: Traits, Careers & Relationships | FermatMind","Explore the INTP-A Logician personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/intp-a,3,en:https://fermatmind.com/en/personality/intp-a|zh-CN:https://fermatmind.com/zh/personality/intp-a|x-default:https://fermatmind.com,1,INTP-A Logician Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1585,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/intp-t,en,en,variant,INTP,T,analyst,P1,200,https://fermatmind.com/en/personality/intp-t,187994,"INTP-T Logician Personality: Traits, Careers & Relationships | FermatMind","Explore the INTP-T Logician personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/intp-t,3,en:https://fermatmind.com/en/personality/intp-t|zh-CN:https://fermatmind.com/zh/personality/intp-t|x-default:https://fermatmind.com,1,INTP-T Logician Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1586,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/intp-a-vs-intp-t,en,en,comparison,INTP,A_vs_T,analyst,P0,200,https://fermatmind.com/en/personality/intp-a-vs-intp-t,104893,"INTP-A vs INTP-T: Traits, Careers, Love & Rarity | FermatMind","Compare INTP-A and INTP-T traits, A/T differences, strengths, blind spots, relationships, career fit, rarity, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/intp-a-vs-intp-t,3,en:https://fermatmind.com/en/personality/intp-a-vs-intp-t|zh-CN:https://fermatmind.com/zh/personality/intp-a-vs-intp-t|x-default:https://fermatmind.com,1,"INTP-A vs INTP-T: Traits, Careers, Love & Rarity",7,Logician | Logician | Core traits comparison | Career fit and work style | Relationships and love style | Rarity and identification cues | Quick answers,0,BreadcrumbList|CollectionPage,2,6,1,0,826,0,,
https://fermatmind.com/en/personality/entj-a,en,en,variant,ENTJ,A,analyst,P1,200,https://fermatmind.com/en/personality/entj-a,187856,"ENTJ-A Commander Personality: Traits, Careers & Relationships | FermatMind","Explore the ENTJ-A Commander personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/entj-a,3,en:https://fermatmind.com/en/personality/entj-a|zh-CN:https://fermatmind.com/zh/personality/entj-a|x-default:https://fermatmind.com,1,ENTJ-A Commander Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1567,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/entj-t,en,en,variant,ENTJ,T,analyst,P1,200,https://fermatmind.com/en/personality/entj-t,187939,"ENTJ-T Commander Personality: Traits, Careers & Relationships | FermatMind","Explore the ENTJ-T Commander personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/entj-t,3,en:https://fermatmind.com/en/personality/entj-t|zh-CN:https://fermatmind.com/zh/personality/entj-t|x-default:https://fermatmind.com,1,ENTJ-T Commander Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1569,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/entj-a-vs-entj-t,en,en,comparison,ENTJ,A_vs_T,analyst,P0,200,https://fermatmind.com/en/personality/entj-a-vs-entj-t,104867,"ENTJ-A vs ENTJ-T: Traits, Careers, Love & Rarity | FermatMind","Compare ENTJ-A and ENTJ-T traits, A/T differences, strengths, blind spots, relationships, career fit, rarity, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/entj-a-vs-entj-t,3,en:https://fermatmind.com/en/personality/entj-a-vs-entj-t|zh-CN:https://fermatmind.com/zh/personality/entj-a-vs-entj-t|x-default:https://fermatmind.com,1,"ENTJ-A vs ENTJ-T: Traits, Careers, Love & Rarity",7,Commander | Commander | Core traits comparison | Career fit and work style | Relationships and love style | Rarity and identification cues | Quick answers,0,BreadcrumbList|CollectionPage,2,6,1,0,818,0,,
https://fermatmind.com/en/personality/entp-a,en,en,variant,ENTP,A,analyst,P1,200,https://fermatmind.com/en/personality/entp-a,187651,"ENTP-A Debater Personality: Traits, Careers & Relationships | FermatMind","Explore the ENTP-A Debater personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/entp-a,3,en:https://fermatmind.com/en/personality/entp-a|zh-CN:https://fermatmind.com/zh/personality/entp-a|x-default:https://fermatmind.com,1,ENTP-A Debater Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1577,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/entp-t,en,en,variant,ENTP,T,analyst,P1,200,https://fermatmind.com/en/personality/entp-t,187785,"ENTP-T Debater Personality: Traits, Careers & Relationships | FermatMind","Explore the ENTP-T Debater personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/entp-t,3,en:https://fermatmind.com/en/personality/entp-t|zh-CN:https://fermatmind.com/zh/personality/entp-t|x-default:https://fermatmind.com,1,ENTP-T Debater Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1581,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/entp-a-vs-entp-t,en,en,comparison,ENTP,A_vs_T,analyst,P0,200,https://fermatmind.com/en/personality/entp-a-vs-entp-t,104418,"ENTP-A vs ENTP-T: Traits, Careers, Love & Rarity | FermatMind","Compare ENTP-A and ENTP-T traits, A/T differences, strengths, blind spots, relationships, career fit, rarity, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/entp-a-vs-entp-t,3,en:https://fermatmind.com/en/personality/entp-a-vs-entp-t|zh-CN:https://fermatmind.com/zh/personality/entp-a-vs-entp-t|x-default:https://fermatmind.com,1,"ENTP-A vs ENTP-T: Traits, Careers, Love & Rarity",7,Debater | Debater | Core traits comparison | Career fit and work style | Relationships and love style | Rarity and identification cues | Quick answers,0,BreadcrumbList|CollectionPage,2,6,1,0,819,0,,
https://fermatmind.com/en/personality/infj-a,en,en,variant,INFJ,A,diplomat,P1,200,https://fermatmind.com/en/personality/infj-a,187645,"INFJ-A Advocate Personality: Traits, Careers & Relationships | FermatMind","Explore the INFJ-A Advocate personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/infj-a,3,en:https://fermatmind.com/en/personality/infj-a|zh-CN:https://fermatmind.com/zh/personality/infj-a|x-default:https://fermatmind.com,1,INFJ-A Advocate Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1575,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/infj-t,en,en,variant,INFJ,T,diplomat,P1,200,https://fermatmind.com/en/personality/infj-t,187780,"INFJ-T Advocate Personality: Traits, Careers & Relationships | FermatMind","Explore the INFJ-T Advocate personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/infj-t,3,en:https://fermatmind.com/en/personality/infj-t|zh-CN:https://fermatmind.com/zh/personality/infj-t|x-default:https://fermatmind.com,1,INFJ-T Advocate Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1580,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/infj-a-vs-infj-t,en,en,comparison,INFJ,A_vs_T,diplomat,P0,200,https://fermatmind.com/en/personality/infj-a-vs-infj-t,104646,"INFJ-A vs INFJ-T: Traits, Careers, Love & Rarity | FermatMind","Compare INFJ-A and INFJ-T traits, A/T differences, strengths, blind spots, relationships, career fit, rarity, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/infj-a-vs-infj-t,3,en:https://fermatmind.com/en/personality/infj-a-vs-infj-t|zh-CN:https://fermatmind.com/zh/personality/infj-a-vs-infj-t|x-default:https://fermatmind.com,1,"INFJ-A vs INFJ-T: Traits, Careers, Love & Rarity",7,Advocate | Advocate | Core traits comparison | Career fit and work style | Relationships and love style | Rarity and identification cues | Quick answers,0,BreadcrumbList|CollectionPage,2,6,1,0,812,0,,
https://fermatmind.com/en/personality/infp-a,en,en,variant,INFP,A,diplomat,P1,200,https://fermatmind.com/en/personality/infp-a,187851,"INFP-A Mediator Personality: Traits, Careers & Relationships | FermatMind","Explore the INFP-A Mediator personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/infp-a,3,en:https://fermatmind.com/en/personality/infp-a|zh-CN:https://fermatmind.com/zh/personality/infp-a|x-default:https://fermatmind.com,1,INFP-A Mediator Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1589,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/infp-t,en,en,variant,INFP,T,diplomat,P1,200,https://fermatmind.com/en/personality/infp-t,187992,"INFP-T Mediator Personality: Traits, Careers & Relationships | FermatMind","Explore the INFP-T Mediator personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/infp-t,3,en:https://fermatmind.com/en/personality/infp-t|zh-CN:https://fermatmind.com/zh/personality/infp-t|x-default:https://fermatmind.com,1,INFP-T Mediator Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1595,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/infp-a-vs-infp-t,en,en,comparison,INFP,A_vs_T,diplomat,P0,200,https://fermatmind.com/en/personality/infp-a-vs-infp-t,104743,"INFP-A vs INFP-T: Traits, Careers, Love & Rarity | FermatMind","Compare INFP-A and INFP-T traits, A/T differences, strengths, blind spots, relationships, career fit, rarity, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/infp-a-vs-infp-t,3,en:https://fermatmind.com/en/personality/infp-a-vs-infp-t|zh-CN:https://fermatmind.com/zh/personality/infp-a-vs-infp-t|x-default:https://fermatmind.com,1,"INFP-A vs INFP-T: Traits, Careers, Love & Rarity",7,Mediator | Mediator | Core traits comparison | Career fit and work style | Relationships and love style | Rarity and identification cues | Quick answers,0,BreadcrumbList|CollectionPage,2,6,1,0,820,0,,
https://fermatmind.com/en/personality/enfj-a,en,en,variant,ENFJ,A,diplomat,P1,200,https://fermatmind.com/en/personality/enfj-a,187791,"ENFJ-A Protagonist Personality: Traits, Careers & Relationships | FermatMind","Explore the ENFJ-A Protagonist personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/enfj-a,3,en:https://fermatmind.com/en/personality/enfj-a|zh-CN:https://fermatmind.com/zh/personality/enfj-a|x-default:https://fermatmind.com,1,ENFJ-A Protagonist Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1560,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/enfj-t,en,en,variant,ENFJ,T,diplomat,P1,200,https://fermatmind.com/en/personality/enfj-t,187925,"ENFJ-T Protagonist Personality: Traits, Careers & Relationships | FermatMind","Explore the ENFJ-T Protagonist personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/enfj-t,3,en:https://fermatmind.com/en/personality/enfj-t|zh-CN:https://fermatmind.com/zh/personality/enfj-t|x-default:https://fermatmind.com,1,ENFJ-T Protagonist Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1565,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/enfj-a-vs-enfj-t,en,en,comparison,ENFJ,A_vs_T,diplomat,P0,200,https://fermatmind.com/en/personality/enfj-a-vs-enfj-t,104531,"ENFJ-A vs ENFJ-T: Traits, Careers, Love & Rarity | FermatMind","Compare ENFJ-A and ENFJ-T traits, A/T differences, strengths, blind spots, relationships, career fit, rarity, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/enfj-a-vs-enfj-t,3,en:https://fermatmind.com/en/personality/enfj-a-vs-enfj-t|zh-CN:https://fermatmind.com/zh/personality/enfj-a-vs-enfj-t|x-default:https://fermatmind.com,1,"ENFJ-A vs ENFJ-T: Traits, Careers, Love & Rarity",7,Protagonist | Protagonist | Core traits comparison | Career fit and work style | Relationships and love style | Rarity and identification cues | Quick answers,0,BreadcrumbList|CollectionPage,2,6,1,0,812,0,,
https://fermatmind.com/en/personality/enfp-a,en,en,variant,ENFP,A,diplomat,P1,200,https://fermatmind.com/en/personality/enfp-a,187797,"ENFP-A Campaigner Personality: Traits, Careers & Relationships | FermatMind","Explore the ENFP-A Campaigner personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/enfp-a,3,en:https://fermatmind.com/en/personality/enfp-a|zh-CN:https://fermatmind.com/zh/personality/enfp-a|x-default:https://fermatmind.com,1,ENFP-A Campaigner Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1574,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/enfp-t,en,en,variant,ENFP,T,diplomat,P1,200,https://fermatmind.com/en/personality/enfp-t,187873,"ENFP-T Campaigner Personality: Traits, Careers & Relationships | FermatMind","Explore the ENFP-T Campaigner personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/enfp-t,3,en:https://fermatmind.com/en/personality/enfp-t|zh-CN:https://fermatmind.com/zh/personality/enfp-t|x-default:https://fermatmind.com,1,ENFP-T Campaigner Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1577,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/enfp-a-vs-enfp-t,en,en,comparison,ENFP,A_vs_T,diplomat,P0,200,https://fermatmind.com/en/personality/enfp-a-vs-enfp-t,104457,"ENFP-A vs ENFP-T: Traits, Careers, Love & Rarity | FermatMind","Compare ENFP-A and ENFP-T traits, A/T differences, strengths, blind spots, relationships, career fit, rarity, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/enfp-a-vs-enfp-t,3,en:https://fermatmind.com/en/personality/enfp-a-vs-enfp-t|zh-CN:https://fermatmind.com/zh/personality/enfp-a-vs-enfp-t|x-default:https://fermatmind.com,1,"ENFP-A vs ENFP-T: Traits, Careers, Love & Rarity",7,Campaigner | Campaigner | Core traits comparison | Career fit and work style | Relationships and love style | Rarity and identification cues | Quick answers,0,BreadcrumbList|CollectionPage,2,6,1,0,816,0,,
https://fermatmind.com/en/personality/istj-a,en,en,variant,ISTJ,A,sentinel,P1,200,https://fermatmind.com/en/personality/istj-a,187913,"ISTJ-A Logistician Personality: Traits, Careers & Relationships | FermatMind","Explore the ISTJ-A Logistician personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/istj-a,3,en:https://fermatmind.com/en/personality/istj-a|zh-CN:https://fermatmind.com/zh/personality/istj-a|x-default:https://fermatmind.com,1,ISTJ-A Logistician Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1566,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/istj-t,en,en,variant,ISTJ,T,sentinel,P1,200,https://fermatmind.com/en/personality/istj-t,188059,"ISTJ-T Logistician Personality: Traits, Careers & Relationships | FermatMind","Explore the ISTJ-T Logistician personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/istj-t,3,en:https://fermatmind.com/en/personality/istj-t|zh-CN:https://fermatmind.com/zh/personality/istj-t|x-default:https://fermatmind.com,1,ISTJ-T Logistician Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1571,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/istj-a-vs-istj-t,en,en,comparison,ISTJ,A_vs_T,sentinel,P0,200,https://fermatmind.com/en/personality/istj-a-vs-istj-t,104631,"ISTJ-A vs ISTJ-T: Traits, Careers, Love & Rarity | FermatMind","Compare ISTJ-A and ISTJ-T traits, A/T differences, strengths, blind spots, relationships, career fit, rarity, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/istj-a-vs-istj-t,3,en:https://fermatmind.com/en/personality/istj-a-vs-istj-t|zh-CN:https://fermatmind.com/zh/personality/istj-a-vs-istj-t|x-default:https://fermatmind.com,1,"ISTJ-A vs ISTJ-T: Traits, Careers, Love & Rarity",7,Logistician | Logistician | Core traits comparison | Career fit and work style | Relationships and love style | Rarity and identification cues | Quick answers,0,BreadcrumbList|CollectionPage,2,6,1,0,812,0,,
